x_mm,y_mm,z_mm,status,reason,theta1_deg,theta2_deg,theta3_deg,fk_x_mm,fk_y_mm,fk_z_mm,roundtrip_error_mm,fk_iterations,fk_max_residual_mm2
0.0,-15.0,-255.0,ok,ok,12.180668016842063,7.279216703401483,7.279216703401483,-7.078316260012377e-15,-15.000000000003256,-255.0000000000566,5.6681223708284644e-11,4,3.1170202419161797e-08
5.0,-15.0,-255.0,ok,ok,12.158029591919277,8.205989211816593,6.305207285947536,5.000000000000697,-15.00000000000203,-255.00000000003794,3.800366340006287e-11,4,2.0838342607021332e-08
10.0,-15.0,-255.0,ok,ok,12.090121932419635,9.084998512472387,5.284587174076773,10.000000000000144,-15.000000000000442,-255.00000000000978,9.788125615443148e-12,4,5.369656719267368e-09
15.0,-15.0,-255.0,ok,ok,11.976967659529352,9.915819598145186,4.218079908032726,14.99999999999998,-15.000000000000293,-255.00000000000045,5.413722512236401e-13,4,2.764863893389702e-10
20.0,-15.0,-255.0,ok,ok,11.81860372802196,10.6981289080621,3.1065025811207416,20.000000000000014,-15.00000000000006,-255.00000000000003,6.824540119616012e-14,4,2.9103830456733704e-11
25.0,-15.0,-255.0,ok,ok,11.615080310706283,11.43170328248754,1.9507609428422734,24.999999999999627,-15.00000000000054,-254.99999999999997,6.569446969993387e-13,4,2.9103830456733704e-11
30.0,-15.0,-255.0,ok,ok,11.36645924683583,12.11641776217956,0.751843459367583,30.000000000002387,-15.00000000000126,-255.00000000001833,1.8529659782413814e-11,4,1.0273652151226997e-08
-30.0,-10.0,-255.0,ok,ok,10.397467567517685,1.4133023677183543,12.76595194873698,-30.000000000000302,-9.999999999999961,-255.00000000000082,8.786773840027458e-13,4,5.093170329928398e-10
-25.0,-10.0,-255.0,ok,ok,10.64647243547071,2.613419314803289,12.083961241545394,-24.999999999999993,-10.00000000000013,-255.00000000000372,3.725508186612849e-12,3,2.0081643015146255e-09
-20.0,-10.0,-255.0,ok,ok,10.850312357828898,3.769889980736652,11.352889791173165,-20.000000000000128,-10.000000000000052,-255.0000000000001,1.7870714839358677e-13,4,7.275957614183426e-11
-15.0,-10.0,-255.0,ok,ok,11.008924017838515,4.88174280391433,10.572832558912348,-15.000000000000396,-10.000000000000586,-255.0000000000098,9.830980326087653e-12,4,5.384208634495735e-09
-10.0,-10.0,-255.0,ok,ok,11.12225607959124,5.948091312914239,9.743983104050374,-10.000000000003302,-10.000000000003107,-255.0000000000829,8.30300134825232e-11,4,4.566390998661518e-08
-5.0,-10.0,-255.0,ok,ok,11.190270749923116,6.968139891538383,8.86663606169331,-5.000000000004355,-10.000000000009102,-255.00000000023505,2.3526401287375113e-10,4,1.292792148888111e-07
0.0,-10.0,-255.0,ok,ok,11.212944901531129,7.9411884694780035,7.9411884694780035,-1.3967279844598013e-14,-10.000000000012932,-255.00000000032267,3.2293070223853743e-10,4,1.7747515812516212e-07
5.0,-10.0,-255.0,ok,ok,11.190270749923116,8.86663606169331,6.968139891538383,5.000000000004355,-10.000000000009102,-255.00000000023505,2.3526401287375113e-10,4,1.292792148888111e-07
10.0,-10.0,-255.0,ok,ok,11.12225607959124,9.743983104050374,5.948091312914239,10.000000000003302,-10.000000000003107,-255.0000000000829,8.30300134825232e-11,4,4.566390998661518e-08
15.0,-10.0,-255.0,ok,ok,11.008924017838515,10.572832558912348,4.88174280391433,15.000000000000396,-10.000000000000586,-255.0000000000098,9.830980326087653e-12,4,5.384208634495735e-09
20.0,-10.0,-255.0,ok,ok,10.850312357828898,11.352889791173165,3.769889980736652,20.000000000000128,-10.000000000000052,-255.0000000000001,1.7870714839358677e-13,4,7.275957614183426e-11
25.0,-10.0,-255.0,ok,ok,10.64647243547071,12.083961241545394,2.613419314803289,24.999999999999993,-10.00000000000013,-255.00000000000372,3.725508186612849e-12,3,2.0081643015146255e-09
30.0,-10.0,-255.0,ok,ok,10.397467567517685,12.76595194873698,1.4133023677183543,30.000000000000302,-9.999999999999961,-255.00000000000082,8.786773840027458e-13,4,5.093170329928398e-10
-30.0,-5.0,-255.0,ok,ok,9.378395948362854,2.0303390525503344,13.368540225327447,-30.00000000000006,-5.000000000000188,-255.00000000000006,2.057508970035863e-13,4,5.820766091346741e-11
-25.0,-5.0,-255.0,ok,ok,9.627663698733043,3.231321531203749,12.689347385191907,-25.00000000000005,-5.000000000000105,-255.00000000000003,1.1943935955126677e-13,4,1.4551915228366852e-11
-20.0,-5.0,-255.0,ok,ok,9.831720409499631,4.38820578300734,11.960878228115348,-20.00000000000002,-5.00000000000013,-255.0000000000009,9.189397997094946e-13,4,5.675246939063072e-10
-15.0,-5.0,-255.0,ok,ok,9.990501750940359,5.500038815509752,11.18319810634682,-15.000000000002435,-5.000000000000691,-255.00000000003777,3.7857188268068535e-11,4,2.0838342607021332e-08
-10.0,-5.0,-255.0,ok,ok,10.103955589662581,6.565954916954886,10.356471131180895,-10.000000000009074,-5.000000000004588,-255.00000000023496,2.351821692698328e-10,4,1.2926466297358274e-07
-5.0,-5.0,-255.0,ok,ok,10.172043557619583,7.5851812270006915,9.480962920734271,-5.000000000011325,-5.000000000011474,-255.0000000005856,5.858227855069721e-10,4,3.220047801733017e-07
0.0,-5.0,-255.0,ok,ok,10.194742180450406,8.557042204515254,8.557042204515254,-1.968983282621563e-14,-5.000000000015425,-255.00000000077557,7.75724982408837e-10,4,4.263565642759204e-07
5.0,-5.0,-255.0,ok,ok,10.172043557619583,9.480962920734271,7.5851812270006915,5.000000000011325,-5.000000000011474,-255.0000000005856,5.858227855069721e-10,4,3.220047801733017e-07
10.0,-5.0,-255.0,ok,ok,10.103955589662581,10.356471131180895,6.565954916954886,10.000000000009074,-5.000000000004588,-255.00000000023496,2.351821692698328e-10,4,1.2926466297358274e-07
15.0,-5.0,-255.0,ok,ok,9.990501750940359,11.18319810634682,5.500038815509752,15.000000000002435,-5.000000000000691,-255.00000000003777,3.7857188268068535e-11,4,2.0838342607021332e-08
20.0,-5.0,-255.0,ok,ok,9.831720409499631,11.960878228115348,4.38820578300734,20.00000000000002,-5.00000000000013,-255.0000000000009,9.189397997094946e-13,4,5.675246939063072e-10
25.0,-5.0,-255.0,ok,ok,9.627663698733043,12.689347385191907,3.231321531203749,25.00000000000005,-5.000000000000105,-255.00000000000003,1.1943935955126677e-13,4,1.4551915228366852e-11
30.0,-5.0,-255.0,ok,ok,9.378395948362854,13.368540225327447,2.0303390525503344,30.00000000000006,-5.000000000000188,-255.00000000000006,2.057508970035863e-13,4,5.820766091346741e-11
-30.0,0.0,-255.0,ok,ok,8.309823398785666,2.6026745620554417,13.924188247415955,-30.000000000000714,4.499698614472518e-13,-254.99999999999977,8.741304109826912e-13,4,2.9103830456733704e-11
-25.0,0.0,-255.0,ok,ok,8.559230957078256,3.804208505665801,13.247841781795616,-24.999999999999456,-4.951633038186094e-13,-255.0000000000002,7.617294146309623e-13,4,2.9103830456733704e-11
-20.0,0.0,-255.0,ok,ok,8.763402962324939,4.961211783347624,12.522048660578857,-20.000000000000046,-6.390028751360882e-14,-255.00000000000193,1.9342837899832086e-12,4,1.0477378964424133e-09
-15.0,0.0,-255.0,ok,ok,8.922274545749994,6.0727515619807955,11.746845127741134,-15.000000000003174,-7.586222232000561e-14,-255.00000000005664,5.673339299488884e-11,4,3.1170202419161797e-08
-10.0,0.0,-255.0,ok,ok,9.035793149554827,7.137984284734163,10.922366115226307,-10.000000000012331,-3.8208130236083715e-13,-255.0000000003227,3.229358426634534e-10,4,1.7747515812516212e-07
-5.0,0.0,-255.0,ok,ok,9.10392009973921,8.156161029157396,10.048848251276791,-5.000000000015394,2.0356584256794874e-13,-255.00000000077554,7.756959752420261e-10,4,4.263565642759204e-07
0.0,0.0,-255.0,ok,ok,9.126631737232811,9.126631737232811,9.126631737232811,1.421042103433301e-14,-4.819109058648313e-15,-255.00000000101653,1.0165308595985789e-09,4,5.586625775322318e-07
5.0,0.0,-255.0,ok,ok,9.10392009973921,10.048848251276791,8.156161029157396,5.000000000015394,2.0356584256794874e-13,-255.00000000077554,7.756959752420261e-10,4,4.263565642759204e-07
10.0,0.0,-255.0,ok,ok,9.035793149554827,10.922366115226307,7.137984284734163,10.000000000012331,-3.8208130236083715e-13,-255.0000000003227,3.229358426634534e-10,4,1.7747515812516212e-07
15.0,0.0,-255.0,ok,ok,8.922274545749994,11.746845127741134,6.0727515619807955,15.000000000003174,-7.586222232000561e-14,-255.00000000005664,5.673339299488884e-11,4,3.1170202419161797e-08
20.0,0.0,-255.0,ok,ok,8.763402962324939,12.522048660578857,4.961211783347624,20.000000000000046,-6.390028751360882e-14,-255.00000000000193,1.9342837899832086e-12,4,1.0477378964424133e-09
25.0,0.0,-255.0,ok,ok,8.559230957078256,13.247841781795616,3.804208505665801,24.999999999999456,-4.951633038186094e-13,-255.0000000000002,7.617294146309623e-13,4,2.9103830456733704e-11
30.0,0.0,-255.0,ok,ok,8.309823398785666,13.924188247415955,2.6026745620554417,30.000000000000714,4.499698614472518e-13,-254.99999999999977,8.741304109826912e-13,4,2.9103830456733704e-11
-30.0,5.0,-255.0,ok,ok,7.192463900206801,3.1300688047240555,14.432942643486962,-29.999999999999172,4.999999999999479,-255.0000000000004,1.0561098746386537e-12,4,4.3655745685100555e-11
-25.0,5.0,-255.0,ok,ok,7.4418870415813965,4.331861188380253,13.759466329921532,-24.999999999999996,4.99999999999986,-255.00000000000003,1.4322548299575461e-13,4,2.9103830456733704e-11
-20.0,5.0,-255.0,ok,ok,7.646071897651572,5.488710828240431,13.036398038124597,-19.999999999999677,4.999999999999961,-255.00000000000105,1.1008712651169426e-12,4,5.529727786779404e-10
-15.0,5.0,-255.0,ok,ok,7.804953539543838,6.599706556345429,12.263745509757808,-15.000000000002125,5.000000000000656,-255.00000000003786,3.792296328177153e-11,4,2.0838342607021332e-08
-10.0,5.0,-255.0,ok,ok,7.918479362142694,7.664028271288019,11.441614877254938,-10.000000000009207,5.00000000000468,-255.00000000023493,2.3516075525763196e-10,4,1.292792148888111e-07
-5.0,5.0,-255.0,ok,ok,7.986610657337067,8.68095206710483,10.57021392140291,-5.000000000011615,5.000000000011383,-255.0000000005856,5.858266698722635e-10,4,3.2201933208853006e-07
0.0,5.0,-255.0,ok,ok,8.00932374546257,9.64985421266605,9.64985421266605,0.0,5.000000000015086,-255.00000000077563,7.757751424615671e-10,4,4.263565642759204e-07
5.0,5.0,-255.0,ok,ok,7.986610657337067,10.57021392140291,8.68095206710483,5.000000000011615,5.000000000011383,-255.0000000005856,5.858266698722635e-10,4,3.2201933208853006e-07
10.0,5.0,-255.0,ok,ok,7.918479362142694,11.441614877254938,7.664028271288019,10.000000000009207,5.00000000000468,-255.00000000023493,2.3516075525763196e-10,4,1.292792148888111e-07
15.0,5.0,-255.0,ok,ok,7.804953539543838,12.263745509757808,6.599706556345429,15.000000000002125,5.000000000000656,-255.00000000003786,3.792296328177153e-11,4,2.0838342607021332e-08
20.0,5.0,-255.0,ok,ok,7.646071897651572,13.036398038124597,5.488710828240431,19.999999999999677,4.999999999999961,-255.00000000000105,1.1008712651169426e-12,4,5.529727786779404e-10
25.0,5.0,-255.0,ok,ok,7.4418870415813965,13.759466329921532,4.331861188380253,24.999999999999996,4.99999999999986,-255.00000000000003,1.4322548299575461e-13,4,2.9103830456733704e-11
30.0,5.0,-255.0,ok,ok,7.192463900206801,14.432942643486962,3.1300688047240555,29.999999999999172,4.999999999999479,-255.0000000000004,1.0561098746386537e-12,4,4.3655745685100555e-11
-30.0,10.0,-255.0,ok,ok,6.027164394700947,3.612321329179588,14.894890562047303,-29.999999999998625,9.99999999999909,-255.0000000000015,2.2330748497822373e-12,4,4.94765117764473e-10
-25.0,10.0,-255.0,ok,ok,6.276478765865648,4.81410126021616,14.224284397308221,-24.99999999999984,9.999999999999877,-255.00000000000364,3.6435521076631565e-12,3,1.949956640601158e-09
-20.0,10.0,-255.0,ok,ok,6.4805739230504535,5.9705474157268155,13.503965555979798,-19.99999999999985,9.999999999999739,-255.00000000000017,3.457330759454591e-13,4,5.820766091346741e-11
-15.0,10.0,-255.0,ok,ok,6.639385356804371,7.080771705700398,12.73391398058464,-15.00000000000084,10.000000000000393,-255.00000000000972,9.764366135702474e-12,4,5.384208634495735e-09
-10.0,10.0,-255.0,ok,ok,6.7528607922329185,8.143978682837398,11.914207488681889,-10.000000000003363,10.000000000003523,-255.00000000008288,8.302065660853696e-11,4,4.566390998661518e-08
-5.0,10.0,-255.0,ok,ok,6.8209617592820475,9.159470427582866,11.045025266674111,-5.0000000000048495,10.000000000009203,-255.000000000235,2.352208411036506e-10,4,1.292792148888111e-07
0.0,10.0,-255.0,ok,ok,6.843664722007363,10.126650266016014,10.126650266016014,6.217465778335374e-15,10.000000000012797,-255.0000000003226,3.228401257866577e-10,4,1.7747515812516212e-07
5.0,10.0,-255.0,ok,ok,6.8209617592820475,11.045025266674111,9.159470427582866,5.0000000000048495,10.000000000009203,-255.000000000235,2.352208411036506e-10,4,1.292792148888111e-07
10.0,10.0,-255.0,ok,ok,6.7528607922329185,11.914207488681889,8.143978682837398,10.000000000003363,10.000000000003523,-255.00000000008288,8.302065660853696e-11,4,4.566390998661518e-08
15.0,10.0,-255.0,ok,ok,6.639385356804371,12.73391398058464,7.080771705700398,15.00000000000084,10.000000000000393,-255.00000000000972,9.764366135702474e-12,4,5.384208634495735e-09
20.0,10.0,-255.0,ok,ok,6.4805739230504535,13.503965555979798,5.9705474157268155,19.99999999999985,9.999999999999739,-255.00000000000017,3.457330759454591e-13,4,5.820766091346741e-11
25.0,10.0,-255.0,ok,ok,6.276478765865648,14.224284397308221,4.81410126021616,24.99999999999984,9.999999999999877,-255.00000000000364,3.6435521076631565e-12,3,1.949956640601158e-09
30.0,10.0,-255.0,ok,ok,6.027164394700947,14.894890562047303,3.612321329179588,29.999999999998625,9.99999999999909,-255.0000000000015,2.2330748497822373e-12,4,4.94765117764473e-10
-30.0,15.0,-255.0,ok,ok,4.814901025930637,4.049271547043332,15.310158675586466,-30.00000000000304,15.000000000001664,-255.0000000000182,1.8517317712065195e-11,4,1.025910023599863e-08
-25.0,15.0,-255.0,ok,ok,5.06398316921133,5.250791260360828,14.64239990537724,-24.99999999999778,14.999999999998728,-255.0000000000009,2.715735328615858e-12,4,2.9103830456733704e-11
-20.0,15.0,-255.0,ok,ok,5.267886817232225,6.406607721645544,13.92483182844104,-20.00000000000058,15.000000000000519,-254.9999999999998,8.024808757375468e-13,4,1.4551915228366852e-11
-15.0,15.0,-255.0,ok,ok,5.426548355556865,7.515857231274906,13.157407379473833,-14.999999999999822,14.999999999999758,-255.0000000000006,6.679479653715828e-13,4,3.055902197957039e-10
-10.0,15.0,-255.0,ok,ok,5.5399162139243385,8.577770087374072,12.340176642923124,-10.00000000000015,15.00000000000054,-255.0000000000098,9.821481944881935e-12,4,5.384208634495735e-09
-5.0,15.0,-255.0,ok,ok,5.607952430236008,9.591675214381253,11.473290568479083,-5.000000000000403,15.000000000002302,-255.00000000003786,3.7929793882498706e-11,4,2.08528945222497e-08
0.0,15.0,-255.0,ok,ok,5.630633775203865,10.557003610772242,10.557003610772242,-1.4210854715202004e-14,15.000000000003148,-255.00000000005662,5.6703481523290406e-11,4,3.115565050393343e-08
5.0,15.0,-255.0,ok,ok,5.607952430236008,11.473290568479083,9.591675214381253,5.000000000000403,15.000000000002302,-255.00000000003786,3.7929793882498706e-11,4,2.08528945222497e-08
10.0,15.0,-255.0,ok,ok,5.5399162139243385,12.340176642923124,8.577770087374072,10.00000000000015,15.00000000000054,-255.0000000000098,9.821481944881935e-12,4,5.384208634495735e-09
15.0,15.0,-255.0,ok,ok,5.426548355556865,13.157407379473833,7.515857231274906,14.999999999999822,14.999999999999758,-255.0000000000006,6.679479653715828e-13,4,3.055902197957039e-10
20.0,15.0,-255.0,ok,ok,5.267886817232225,13.92483182844104,6.406607721645544,20.00000000000058,15.000000000000519,-254.9999999999998,8.024808757375468e-13,4,1.4551915228366852e-11
25.0,15.0,-255.0,ok,ok,5.06398316921133,14.64239990537724,5.250791260360828,24.99999999999778,14.999999999998728,-255.0000000000009,2.715735328615858e-12,4,2.9103830456733704e-11
30.0,15.0,-255.0,ok,ok,4.814901025930637,15.310158675586466,4.049271547043332,30.00000000000304,15.000000000001664,-255.0000000000182,1.8517317712065195e-11,4,1.025910023599863e-08
-30.0,20.0,-255.0,ok,ok,3.5567736725885117,4.440798391732796,15.678911661193657,-30.000000000041947,20.00000000002791,-255.0000000003563,3.5983930063908735e-10,4,1.9765866454690695e-07
-25.0,20.0,-255.0,ok,ok,3.805502034862987,5.6418341426544565,15.013955877307273,-25.00000000000008,20.000000000000057,-255.00000000000182,1.8217108835327538e-12,4,1.0186340659856796e-09
-20.0,20.0,-255.0,ok,ok,4.009113935791224,6.796819049140086,14.299117514076372,-19.99999999999812,19.99999999999917,-255.0000000000006,2.1399637473310346e-12,4,1.4551915228366852e-11
-15.0,20.0,-255.0,ok,ok,4.167547123227808,7.904915008268039,13.534323367846602,-14.999999999999778,19.999999999999634,-255.00000000000014,4.5100227410269957e-13,4,1.4551915228366852e-11
-10.0,20.0,-255.0,ok,ok,4.280751099344389,8.96537904356849,12.719596460077373,-9.999999999999922,19.999999999999762,-255.00000000000014,2.880328517379283e-13,4,8.731149137020111e-11
-5.0,20.0,-255.0,ok,ok,4.348688675091493,9.977567666676132,11.855059958723812,-4.999999999999977,20.00000000000005,-255.00000000000097,9.678928149132237e-13,4,5.529727786779404e-10
0.0,20.0,-255.0,ok,ok,4.371337087858534,10.940940048454094,10.940940048454094,3.497202527569243e-15,20.00000000000006,-255.00000000000196,1.9620308599720524e-12,4,1.0331859812140465e-09
5.0,20.0,-255.0,ok,ok,4.348688675091493,11.855059958723812,9.977567666676132,4.999999999999977,20.00000000000005,-255.00000000000097,9.678928149132237e-13,4,5.529727786779404e-10
10.0,20.0,-255.0,ok,ok,4.280751099344389,12.719596460077373,8.96537904356849,9.999999999999922,19.999999999999762,-255.00000000000014,2.880328517379283e-13,4,8.731149137020111e-11
15.0,20.0,-255.0,ok,ok,4.167547123227808,13.534323367846602,7.904915008268039,14.999999999999778,19.999999999999634,-255.00000000000014,4.5100227410269957e-13,4,1.4551915228366852e-11
20.0,20.0,-255.0,ok,ok,4.009113935791224,14.299117514076372,6.796819049140086,19.99999999999812,19.99999999999917,-255.0000000000006,2.1399637473310346e-12,4,1.4551915228366852e-11
25.0,20.0,-255.0,ok,ok,3.805502034862987,15.013955877307273,5.6418341426544565,25.00000000000008,20.000000000000057,-255.00000000000182,1.8217108835327538e-12,4,1.0186340659856796e-09
30.0,20.0,-255.0,ok,ok,3.5567736725885117,15.678911661193657,4.440798391732796,30.000000000041947,20.00000000002791,-255.0000000003563,3.5983930063908735e-10,4,1.9765866454690695e-07
-30.0,25.0,-255.0,ok,ok,2.253998857521949,4.786819413251994,16.001350183517907,-29.999999999999982,24.99999999999998,-254.99999999999997,3.972054645195637e-14,5,2.9103830456733704e-11
-25.0,25.0,-255.0,ok,ok,2.5022547672455744,5.987172263147236,15.339132474057442,-25.00000000001712,25.00000000001675,-255.0000000001687,1.7040305640971536e-10,4,9.369978215545416e-08
-20.0,25.0,-255.0,ok,ok,2.705477061938197,7.141148706483606,14.626981415617259,-19.999999999991168,24.99999999999535,-255.00000000000523,1.1268578878563657e-11,4,1.0186340659856796e-09
-15.0,25.0,-255.0,ok,ok,2.86360530654181,8.247937333047531,13.864798603121965,-15.000000000000016,25.000000000000153,-254.9999999999999,1.9109670071587075e-13,4,0.0
-10.0,25.0,-255.0,ok,ok,2.976590433533199,9.306822758086907,13.052580743879394,-10.000000000000643,25.00000000000039,-255.0000000000035,3.5759382404393863e-12,3,1.9936123862862587e-09
-5.0,25.0,-255.0,ok,ok,3.0443962847959125,10.317189708841575,12.190423768012185,-4.999999999999619,24.999999999999623,-255.00000000000017,5.622113271403025e-13,4,1.4551915228366852e-11
0.0,25.0,-255.0,ok,ok,3.067000720043588,11.278525914873676,11.278525914873676,1.0587911840678754e-22,25.000000000000245,-254.99999999999983,2.9861821231496107e-13,4,1.4551915228366852e-11
5.0,25.0,-255.0,ok,ok,3.0443962847959125,12.190423768012185,10.317189708841575,4.999999999999619,24.999999999999623,-255.00000000000017,5.622113271403025e-13,4,1.4551915228366852e-11
10.0,25.0,-255.0,ok,ok,2.976590433533199,13.052580743879394,9.306822758086907,10.000000000000643,25.00000000000039,-255.0000000000035,3.5759382404393863e-12,3,1.9936123862862587e-09
15.0,25.0,-255.0,ok,ok,2.86360530654181,13.864798603121965,8.247937333047531,15.000000000000016,25.000000000000153,-254.9999999999999,1.9109670071587075e-13,4,0.0
20.0,25.0,-255.0,ok,ok,2.705477061938197,14.626981415617259,7.141148706483606,19.999999999991168,24.99999999999535,-255.00000000000523,1.1268578878563657e-11,4,1.0186340659856796e-09
25.0,25.0,-255.0,ok,ok,2.5022547672455744,15.339132474057442,5.987172263147236,25.00000000001712,25.00000000001675,-255.0000000001687,1.7040305640971536e-10,4,9.369978215545416e-08
30.0,25.0,-255.0,ok,ok,2.253998857521949,16.001350183517907,4.786819413251994,29.999999999999982,24.99999999999998,-254.99999999999997,3.972054645195637e-14,5,2.9103830456733704e-11
-30.0,30.0,-255.0,ok,ok,0.9079011560071446,5.087289315985719,16.277708410934732,-30.000000000000167,30.000000000000117,-254.99999999999994,2.117965687032904e-13,5,1.4551915228366852e-11
-25.0,30.0,-255.0,ok,ok,1.155569752683218,6.286785808517414,15.618144548339536,-24.999999999999993,30.000000000000135,-254.9999999999999,1.7663812307455448e-13,5,1.4551915228366852e-11
-20.0,30.0,-255.0,ok,ok,1.3583077277525442,7.439602325466794,14.90861808336679,-20.000000000028724,30.000000000042416,-255.0000000003562,3.598738790204976e-10,4,1.9781873561441898e-07
-15.0,30.0,-255.0,ok,ok,1.5160569017246341,8.544955132520622,14.149006402702323,-15.000000000003226,30.000000000003453,-255.0000000000176,1.8216641846568892e-11,4,1.0244548320770264e-08
-10.0,30.0,-255.0,ok,ok,1.6287699822773345,9.602157188615333,13.339280716724707,-10.000000000000899,30.000000000000437,-255.0000000000007,1.2262679023849293e-12,4,5.093170329928398e-10
-5.0,30.0,-255.0,ok,ok,1.6964120906864615,10.610621951401846,12.479510341266815,-4.99999999999964,29.999999999999947,-255.00000000000017,4.016383667526541e-13,4,4.3655745685100555e-11
0.0,30.0,-255.0,ok,ok,1.718961858918508,11.569865984817934,11.569865984817934,1.6940658945086007e-21,30.000000000000178,-254.99999999999994,1.8650900910311475e-13,4,2.9103830456733704e-11
5.0,30.0,-255.0,ok,ok,1.6964120906864615,12.479510341266815,10.610621951401846,4.99999999999964,29.999999999999947,-255.00000000000017,4.016383667526541e-13,4,4.3655745685100555e-11
10.0,30.0,-255.0,ok,ok,1.6287699822773345,13.339280716724707,9.602157188615333,10.000000000000899,30.000000000000437,-255.0000000000007,1.2262679023849293e-12,4,5.093170329928398e-10
15.0,30.0,-255.0,ok,ok,1.5160569017246341,14.149006402702323,8.544955132520622,15.000000000003226,30.000000000003453,-255.0000000000176,1.8216641846568892e-11,4,1.0244548320770264e-08
20.0,30.0,-255.0,ok,ok,1.3583077277525442,14.90861808336679,7.439602325466794,20.000000000028724,30.000000000042416,-255.0000000003562,3.598738790204976e-10,4,1.9781873561441898e-07
25.0,30.0,-255.0,ok,ok,1.155569752683218,15.618144548339536,6.286785808517414,24.999999999999993,30.000000000000135,-254.9999999999999,1.7663812307455448e-13,5,1.4551915228366852e-11
30.0,30.0,-255.0,ok,ok,0.9079011560071446,16.277708410934732,5.087289315985719,30.000000000000167,30.000000000000117,-254.99999999999994,2.117965687032904e-13,5,1.4551915228366852e-11
